cluster_id,cluster_label,id,title,description_snippet,sim,confidence,videoCount
c05,Business / Digital / Inquiries,UCY1kMZp36IQSyNx_9h4mpCg,Mark Rober,"Former NASA engineer. Current CrunchLabs founder and friend of science.  Answers to some common questions:  1) I make a monthly toy we build together on a video, that gets delivered to your house that teaches you to think like an engineer.  Check it out at- https://crunchlabs.com 2) I studied Mechanical Engineering in School.  I did my undergrad at BYU and Masters at USC. 3) I worked for NASA JPL for 9 years, 7 of which were working on the Curiosity Rover (I made a video about it you should def …",0.176,0.078,229
c09,Get / Podcast / Business,UCsPpLcxHv5XJw4Rx5GALUjg,MarketingBlocks AI,"MarketingBlocks is the World’s First Agentic AI Growth Engine built for Experts, Coaches, & Founders.  Imagine having a fully automated AI team that shows up EVERY DAY to grow your authority, attract leads, and drive sales without hiring, burnout, or juggling complex tools.  Your AI agents plan, create, design, and publish 100+ pieces of on-brand content weekly. Posts, reels, carousels, landing pages, lead magnets & more, so you stay visible, trusted, and selling on autopilot.  Over 40,000 coach…",0.185,0.105,231
c13,News / Military / China,UCKqf_mRynhJ_o0oGOH4VNvg,"Marla Heller, MS, RD, Mediterranean & DASH expert","Marla Heller is a DASH diet expert and the NY Times bestselling author of 5 DASH diet books. Marla's Mission is making the DASH diet easy to understand and easy to follow. The DASH diet is based on the National Institutes of Health research, Dietary Approaches to Stop Hypertension. It is unaffiliated with the seasoning mixes. The DASH diet has been proven to lower blood pressure as well as the first-line hypertension medications, in as little as 14 days. Additional benefits include improving blo…",0.126,0.083,13
c11,Music / Jazz / Productions,UCKrWgJg6GU9OwC-5fSqfB1g,Martin Miller,"I‘m Martin Miller, a musician from Leipzig, Germany, born in 1985. I‘ve been a professional musician my entire adult life. In 2010 I graduated from Carl-Maria-von-Weber Music College in Dresden as a guitar player and music educator. I‘ve also been teaching the guitar bachelor's and master's courses myself there from 2015 to 2020.  Over the past decade, I‘ve made a name for myself as a guitar player (toured dozens of countries worldwide, played on tons of records), Youtuber (580.000+ YT subscribe…",0.239,0.168,245
c12,Cut / Pro / Final,UCjvBO4kjuBSYe6Bi3RYQAQA,"Mary Kate ""M.K."" Williams","M.K. Williams shares her author journey and short, information-packed videos to help aspiring authors realize their ambitions of self-publishing their first book.   ""You're what? 23? What could you possibly have to say?""  These were the actual words that an author said to me after I asked them for help when I was still an aspiring author. TO. MY. FACE.   Did I let her negative words get me down? At first, yes. But then I dusted myself off, refocused on self-publishing my books, Googled every que…",0.173,0.017,580
c13,News / Military / China,UCSzRlpPbZTA6b8weTKnSHlA,Mary Trump Media,"You might know Donald Trump as the authoritarian conman wrecking the country from the Oval Office. Mary Trump just knows him as her f***ing loser uncle.   This channel is where fake news goes to die.  Mary Trump Media is an independent, female-led platform delivering the truth that corporate media won’t touch. From breaking news and live shows to political deep dives and brutal takedowns of the Trump regime, Mary brings her firsthand experience and unapologetic voice to every episode.  Smart. Sa…",0.222,0.144,1205
c07,Make / Matt / Money,UCP5A5lVxaT7cO_LehpxjTZg,Matt Diggity,"Matt Diggity shares ""real"" SEO techniques that work because they're based on real test results.  No theory, no guesswork... pure results.    If you're new to search engine optimization and want to get started, or even an advanced practitioner looking to level up, you're in the right place.  I've been performing SEO since 2009 and have helped thousands through my businesses The Affiliate Lab, LeadSpring LLC, The Search Initiative, and the Chiang Mai SEO Conference.  Please subscribe and thank you…",0.256,0.187,537
c07,Make / Matt / Money,UChYHKRass0kZvBkVKQuZElQ,Matt Gray,"Want to scale your business? Let's chat ↓  Book a Call for Founder OS: https://fos.now/yt-train  Proven systems to grow a profitable audience with content.   Want my free playbook to grow your profitable personal brand? Get it here: https://fos.now/yt-newsletter  Over the last 15 years, I’ve built 4 successful companies and a community of over 14 million people.  My mission is to inspire 100 million founders to live their dreams through proven systems.  I help entrepreneurs remove themselves fro…",0.245,0.136,910
c07,Make / Matt / Money,UCh1vNDTd-d60UEJRf6BAUZA,Matt Johnson’s Keyspace,"I have been the keyboard player from Jamiroquai for the last 22 years as well as an in demand session player and producer. This is a channel about keyboards and music production. All rights to this material are reserved, please contact me if you wish to clear a sample! Check out my sister channel 'Matt Johnson's Inner Space' for ambient synth jams! https://www.youtube.com/channel/UCwKp_zyg1WFiLtBpKYhMSaQ",0.255,0.144,132
c07,Make / Matt / Money,UCLAEBQMxxwE6gNy13q_rdcg,Matt Lorion,"Gen Z entrepreneur, first million at 17 years old. Featured on CNBC, now teaching other's how to become financially free. Born and raised in Massachusetts USA, currently living in South Florida. Skipped college to pursue my dreams and help others do the same.  Business inquiries: matt@lorionenterprises.com",0.291,0.2,37
c07,Make / Matt / Money,UChpleBmo18P08aKCIgti38g,Matt Wolfe,Exploring the capabilities of AI and the latest tech  Discover More: 🛠️ Explore AI Tools & News: https://futuretools.io/ 📰 Weekly Newsletter: https://futuretools.io/newsletter 🎙️ The Next Wave Podcast: https://youtube.com/@TheNextWavePod  Socials: ❌ Twiter/X: https://x.com/mreflow 👍 Facebook: https://www.facebook.com/mattrwolfe 🖼️ Instagram: https://instagram.com/mr.eflow 🧵 Threads: https://www.threads.net/@mr.eflow 🟦 LinkedIn: https://www.linkedin.com/in/matt-wolfe-30841712/  Let’s work togethe…,0.257,0.137,496
c07,Make / Matt / Money,UCwdVOry0oNF9WIe_3uCfz9Q,Matt's Off Road Recovery,"We do off road towing, recoveries, and rescues. We cover beautiful southern Utah, near Zion National park.  We have a unique way to do off road recovery with our Jeep XJ affectionately named, the yellow banana.  We have the infamous Ed with his positive outlook on life.  We treat everyone we meet with respect, and we hope to have a positive impact in your life! Please like, subscribe, and share. Thanks for watching!",0.22,0.133,978
c01,David / Elizabeth / Gravelle,UCFTEN8q_sQNHVENU4KcCMAA,Matthew Anderson,,0.13,0.094,87
c10,Photography / Tutorials / Nick,UCawZsQWqfGSbCI5yjkdVkTA,Matthew Berman,"Artificial Intelligence (AI), Open Source, Generative Art, AI Art, Futurism, ChatGPT, Large Language Models (LLM), Machine Learning, Technology, Coding, Tutorials, AI News, and more",0.208,0.126,742
c12,Cut / Pro / Final,UC45W_AtKcDxSmWR1s1xsLEg,Matthew O'Brien,"Final Cut Pro Tips, Tricks & Tutorials  Camera & Film Gear Reviews  Post-Production Workflows & Data Management  Insight and Conversation About How to Price Video Work  BTS of the Films & Videos I Produce  Business Inquires: info(at)midlandpictures(dot)com  Send Me Stuff:  Midland Pictures c/o Matthew O’Brien 1441 Mall Dr Ste 100 #188 Council Bluffs, IA 51503",0.258,0.189,369
c09,Get / Podcast / Business,UC_pT_Iz6XjuM-eMTlXghdfw,Max the Meat Guy,Check out MaxJerky! 🥩 https://www.maxjerky.com  ————— SUBSCRIBE and RING THE BELL to get notified when I post a video!  PLATFORMS -Snapchat: https://www.snapchat.com/add/maxthemeatguy?share_id=Nzg2RjE4&locale=en_US -Instagram: https://www.instagram.com/maxthemeatguy/ -TikTok: https://www.tiktok.com/@maxthemeatguy -Facebook: https://www.facebook.com/MaxTheMeatGuy -YouTube: https://youtube.com/c/maxthemeatguy  DISCOUNTS https://www.beacons.ai/maxthemeatguy  WEBSITE https://www.maxthemeatguy.com/,0.173,0.096,700
c10,Photography / Tutorials / Nick,UCeRxxz9ByOqdd8A-0iF_Idg,Mayday: Air Disaster,"Welcome to the OFFICIAL Mayday: Air Disaster YouTube Channel.  Mayday: Air Disaster is a dramatic non-fiction series that investigates high-profile air disasters to uncover how and why they happened. Mayday: Air Disaster follows survivors, family members of crash victims and transportation safety investigators as they piece together the evidence of the causes of major accidents. So climb into the cockpit for an experience you won’t soon forget.",0.146,0.114,1060
c13,News / Military / China,UC4InHaWu_I_vSuBPlVj_L3Q,mbmars01,"MBMARS Productions presents mbmars01 and mbmars02 (please subscribe to both channels) * Channel 1: mbmars01 (https://www.youtube.com/user/mbmars01)  Railroad videos from the US and other parts of the world; spacecraft; ships; planes; science and technology;  * Channel 2: mbmars02 (http://www.youtube.com/channel/UCDq9mK76_YYOtXUiJBumTwg) Videos of cities, landmarks, landscapes, wild life, travel destinations  For greatest pleasure watch exclusively in Ultra-HD (4k) or Full HD (1080p) on a large s…",0.156,0.094,544
c12,Cut / Pro / Final,UCG-iSMVtWbbwDDXgXXypARQ,MedCram - Medical Lectures Explained CLEARLY,Clinicians and students deserve better medical education!  We’ve sat through dense PowerPoint lectures with way too much info crammed into each slide and wondered... are we supposed to read all this and listen to the instructor at the same time?  We’ve spent hours studying a new topic — only to get frustrated weeks later when we can’t recall the key ideas.  We’ve received “textbook” medical explanations that often lack clinical context and fail to highlight the most important concepts.   MedCram…,0.187,0.107,621
c13,News / Military / China,UC9r9HYFxEQOBXSopFS61ZWg,MeidasTouch,"The fastest growing independent news network in the world. We cover breaking news, politics, law and more. We are unapologetically pro-democracy. Because TRUTH is golden.",0.296,0.177,18421
c09,Get / Podcast / Business,UCwpHKudUkP5tNgmMdexB3ow,Mentour Pilot,"Welcome aboard, on my channel I will give you my point of view from inside the airline industry! Everything from descriptions of Aviation accidents and Incidents to procedures and hints about how to access the industry will be covered.  Feel free to suggest content!  Enjoy!",0.18,0.133,706
c07,Make / Matt / Money,UCru5yi7yq_Y8Q4Ye4eB0r2Q,MHFIN,"I make entertaining finance videos with topics ranging from inflation to bitcoin.    Disclaimer: All videos are provided for informational purposes only. Nothing contained herein should be construed as an offer, solicitation, or recommendation to buy or sell any investment or security or to provide you with an investment strategy.",0.167,0.12,452
c12,Cut / Pro / Final,UC1vts8sER8VOrgh9L8RyBOQ,Michael Ramsey:                       On The Riser,"Touring Drummer, Educator, Drum Technician    #drumlessons  #rickkroadtrip #biggunacdctribute #pearldrums #zildjiancymbals #remodrumheads #rolandelectronics  #porkpiepercussion",0.124,0.109,142
c03,Com / Www / Facebook,UCqBERDzM6ZcovT1s01kIrVg,Michigan Foot Doctors,Michigan Foot Doctors has a goal of empowering you to find the right doctor or care for your medical problem. All information through these videos is for educational purposes only and is not to be used at home without supervision by a physician. Visit www.michiganfootdoctors.com for more.,0.27,0.207,1438
c06,History / World / Every,UCFtEEv80fQVKkD4h1PF-Xqw,Microsoft,"Our mission is to empower every person and every organization on the planet to achieve more.  Subscribe to Microsoft's official YouTube channel to explore technology’s role in making the world more sustainable, inclusive, and innovative for all.",0.232,0.138,1599
c05,Business / Digital / Inquiries,UCJ9905MRHxwLZ2jeNQGIWxA,Microsoft Mechanics,"Apply the newest tech from Microsoft to the work you do every day. Mechanics is Microsoft's official video series for IT Pros, Solution Architects, Developers, and Tech Enthusiasts.  Watch as Microsoft engineers show you how to get the most from the software, service, and hardware they built. Through in-product demos, recommendations, how-to's, and tips, they simplify complex topics so you can share them with clients, peers, and your management team. These are in-depth looks at Microsoft Copilot…",0.156,0.035,1119
c14,Gardening / Garden / Show,UCVGVbOl6F5rGF4wSYS6Y5yQ,MIgardener,"Welcome to MIgardener!  Learn how to garden easier, smarter, and have more fun gardening! Join me for weekly videos about organic gardening, self-sustainability, homesteading, farming, tips & tricks, healthy recipes and much more. Together, we can grow bigger.   2-3 NEW VIDEOS EACH WEEK  Shop our seed store at http://www.migardener.com  Comments or Questions? Send them to:  contact@migardener.com  Fore more fun, check us out on all our social media streams!  MIgardener Merch Now Available! - htt…",0.293,0.215,2312
c12,Cut / Pro / Final,UCYEiWHoP2IHHgjOapTAYMQw,Mike Russell,"I'm Mike Russell, from Music Radio Creative My mission is to provide you with the highest level of education in the field of audio and video. With years of experience as an Adobe Certified Expert, I will guide you through the process of creating exceptional audio and video content through efficient techniques and high-quality post processing.  My videos show you the must-know secrets for producing great-sounding audio, expert tips and tricks for using Adobe products, insights into audio plugins …",0.24,0.132,1926
c13,News / Military / China,UCh35n5aqG8fF2tXXEtDd0EQ,Military News,,0.387,0.355,217
c05,Business / Digital / Inquiries,UC_P_VjGqCyjQyCwBUPu4lHg,Milo Andreo,"Se seu sonho é aprender a tocar teclado e piano, você está no lugar certo! Não importa se você acha que ""não leva jeito"" ou que ""não tem dom"". Esse canal existe justamente para te fazer realizar esse sonho através de aulas super fáceis de entender e sem enrolação. Você irá encontrar músicas famosas que sempre teve vontade de tocar, muitos exercícios para destravar suas mãos e melhorar sua coordenação motora, além claro de dicas infalíveis que mudam completamente o seu jeito de tocar.   https://w…",0.105,0.088,935
c10,Photography / Tutorials / Nick,UCYenDLnIHsoqQ6smwKXQ7Hg,#Mind Warehouse,,0.144,0.116,957
c12,Cut / Pro / Final,UCUHW94eEFW7hkUMVaZz4eDg,minutephysics,"Simply put: cool physics and other sweet science.  ""If you can't explain it simply, you don't understand it well enough."" ~Rutherford via Einstein? (wikiquote)  Created by Henry Reich",0.139,0.089,293
c11,Music / Jazz / Productions,UC8sibhG707qg5AlVlj5P3mw,Momentum Productions,My name is Josh Morgan and I am a tech nerd! I started my YouTube channel around filmmaking and cameras! Now I focus on ALL different types of tech.  Subscribe to my channel to see some cool and neat stuff!,0.145,0.047,1081
c05,Business / Digital / Inquiries,UCmIxjdhwpUI5lDoslfDqcPQ,Money on The Side,"My name is Ben and I teach aspiring entrepreneurs how to build a semi passive Amazon KDP business.  As living expenses continue to rise, now is the perfect time to start earning some extra money on the side! I have reached financial freedom and I would love to help others do the same.  I will be revealing more of my income streams as my channel grows so stay tuned!  Feel free to follow my other social media channels. I look forward to connecting with you.  “Results have very little to do with go…",0.239,0.03,125
c09,Get / Podcast / Business,UCSL3dIAj0iMBz1V4Rz-AUFA,MOTIV8,hello and welcome to MOTIV8 this channel will be all about motivational speeches i hope you get inspired or motivated.,0.174,0.138,42
c05,Business / Digital / Inquiries,UCs26XZBwrSZLiTEH8wcoVXw,Moz,"Moz: Marketing Analytics Software for SEO, Links, Social, and Brand • A Vibrant Online Marketing Community • Resources for Learning Inbound Marketing",0.182,0.117,1048
c01,David / Elizabeth / Gravelle,UCaVp-iXRPfiSxbkhmi56IHQ,MrMBB333,"My name is Michael, ""MrMBB333"" or as some call me ""The Earth Watchman"". Earth is a very fascinating place that is constantly changing. I have a passion for learning and understanding these changes and what causes them. If any of these changes possibly could have an impact on our way of life you will be the first to know, from me via this platform. Just know this, I've always got your back.   Contact: reports@MrMBB333.com  Follow me on all Socials ~ MrMBB333  Your Earth Watchman, MrMBB333   #MrMB…",0.159,0.102,3297
c13,News / Military / China,UCaXkIU1QidjPwiAYu6GcHjg,MSNBC,"The official MSNBC YouTube Channel. MSNBC is the premier destination for in-depth analysis of the news, insightful political commentary and diverse perspectives.",0.232,0.18,103518
c11,Music / Jazz / Productions,UC-9-kyTW8ZkZNDHQJ6FgpwQ,Music,"Visit the YouTube Music Channel to find today’s top talent, featured artists, and playlists. Subscribe to see the latest in the music world. This channel was generated automatically by YouTube's video discovery system.",0.5,0.399,0
c11,Music / Jazz / Productions,UCV-gQcOtKcxOPaPk1MVe4jQ,Music Shed,,0.416,0.402,557
c01,David / Elizabeth / Gravelle,UC5ve4DxNMLRXOetCYWFUkYw,Música Progressiva,"Canal criado para divulgar a Música Progressiva (Rock Progressivo) de todos os países, estilos e épocas.",0.13,0.117,74
c06,History / World / Every,UC8JT2m0mKEgvEtie3JNKwew,Naked Science,"Learn and discover with Naked Science, the channel dedicated to bringing you the world of science and technology.  Explore unseen wonders and mysteries, from the edge of the universe to the possibility of alien life, travel through the insides of the human body to the centre of the earth.  So join us to see the truth laid bare...",0.241,0.178,682
c01,David / Elizabeth / Gravelle,UC-_eueKsPcJUPnCguEufWPA,Nate's Tech,,0.13,0.092,0
c10,Photography / Tutorials / Nick,UC_7KM3ANRHy2zhQ_zl-C4XQ,Nathan Cool Photo,"Real estate photography tutorials, techniques, and industry news.",0.303,0.227,355
c10,Photography / Tutorials / Nick,UC0Z-E_L3z_JLVNuFoS8fefA,National Park Diaries,"Parks and Conservation Explainers.  National Park Diaries is your home for meaningful, educational stories about National Parks, public lands, and protected places around the world.  Here, you can learn all about national parks, public lands, and other protected areas around the world. All parks have stories, and National Park Diaries is the place where those stories are told. Beyond that though, NPD is a community - a place where park lovers of all kinds can come together and share in a mutual …",0.192,0.111,183
c14,Gardening / Garden / Show,UCejgtTHroWI5sF_2-fuiF4Q,Nature's Always Right,"Explore gardening, homesteading, regenerative agriculture, and DIY farming with me, Steven. Follow my journey as I build regenerative farms and visit others worldwide.  Discover natural techniques for growing vegetables, building soil, raising animals, and working in harmony with nature—God’s perfect system for abundance. 🌱🐓  🧑🏼‍🌾 Learn more: naturesalwaysright.com",0.237,0.168,391
c13,News / Military / China,UCqZQlzSHbVJrwrn5XvzrzcA,NBC Sports,"NBC Sports Group serves sports fans 24/7 with premier live events, insightful studio shows, and compelling original programming. NBC Sports is an established leader in the sports media landscape with an unparalleled collection of sports properties that include the Olympics, NFL, Premier League, Big Ten, NASCAR, PGA TOUR, the Kentucky Derby, Tour de France and many more. Subscribe to our channel for the latest sporting news and highlights!  Visit NBC Sports: https://www.nbcsports.com Find NBC Spo…",0.16,0.102,42060
c05,Business / Digital / Inquiries,UCl-Zrl0QhF66lu1aGXaTbfw,Neil Patel,Learn digital marketing in just 5 minutes a day.,0.167,0.137,2168
c06,History / World / Every,UCtYKe7-XbaDjpUwcU5x0bLg,neo,"Neo creates educational short documentaries about topics ranging from politics, geography, media, society, and more.",0.193,0.165,78
c05,Business / Digital / Inquiries,UCCjG8NtOig0USdrT5D1FpxQ,NewsNation,"America’s source for fact-based, unbiased news for all Americans.  📺 Find us on your TV: https://www.newsnationnow.com/joinus/ 📱  Download our app: https://nnnow.tv/app  For business and partnership inquiries contact business@newsnationnow.com",0.273,0.17,75192
c14,Gardening / Garden / Show,UCcJceGUaevGlP7s2xzL9akA,Next Level Gardening,"If you’re a beginning gardener or someone who has been growing food and flowers for years,  I will help you take your gardening expertise to the next level and have fun doing it.  I've been gardening for 30 years, 10 of which I was mentored by a University of California Certified Master Gardener.    I don’t just love gardening, it is my passion and other than my family and friends, it is my life.  I wake up thinking about it and go to sleep thinking about it. Sometimes it keeps me up at night th…",0.457,0.331,533
c05,Business / Digital / Inquiries,UCunQ-SNSI9uOZwrb62po_tQ,Next Level Riding Clinics,The Next Level Riding Clinics channel is all about informative video’s dedicated to the snowmobile community.,0.136,0.093,147
c01,David / Elizabeth / Gravelle,UCRmm7T6mAm-QBNvnEaIl3AA,Nick Johnston,https://www.patreon.com/nickjohnstonhomework,0.13,0.048,61
c10,Photography / Tutorials / Nick,UCxv1rK6prSp2aoNqNyxD_Vg,Nick Page,"Landscape photography vlogs, gear and tutorials.",0.32,0.242,279
c10,Photography / Tutorials / Nick,UCX9mv-ifhUnNrRi8qdscFeQ,Nick Powell Photography,"I am a professional photographer based in West Sussex, UK. I specialise in commercial, interior and property photography and 360° virtual tours.  #virtualtours #propertyphotography #professional #photography #tutorials",0.439,0.38,47
c07,Make / Matt / Money,UCbo-KbSjJDG6JWQ_MTZ_rNA,Nick Saraev,"Hi 👋 I'm Nick. I make money with AI & teach others how they can too.  I'm not the best in the world, nor are my accomplishments the most impressive... but some people think I have interesting things to say! To that end, this channel is a way to organize my thoughts and provide a guidepost for people that want to grow or build an online business.   You'll find marketing guides, Make.com guides, Integromat guides, Zapier guides, sales guides, and really anything I find interesting on a day-to-day …",0.273,0.112,255
c08,Products / Time / Step,UCxMoaKZtWKFuHGr7LIInOOQ,Nick Stephenson,"I'm a USA Today Bestselling author of fiction (thrillers and sci-fi), non-fiction, and I also teach authors how to find their first 10,000 readers. I also run a software company that helps authors build beautiful, conversion-optimised websites.  ^^ If you're looking for a way to age horribly in record time, definitely start a software company...  This channel covers all the fun stuff - how to write a novel (without wanting to drive your head through your desk), how to grow an audience, advertisi…",0.25,0.133,19
c10,Photography / Tutorials / Nick,UCkJld-AoXurbT2jDnfM8qiA,Nigel Danson,"I am passionate about landscape photography and the great outdoors.  Follow my adventures taking beautiful landscapes in the UK and US. My aim is to inspire with Landscape photography tips and techniques.  Follow my journey photographing landscapes from all over the UK (The Lake District, Peak District, Snowdonia and Yorkshire), Iceland, Scotland and US (California, San Francisco, Tahoe and Yosemite)  All images shot on   Nikon Z6 and Z7",0.276,0.235,435
c11,Music / Jazz / Productions,UCPhq7iR65k0gWcraXgLiY1A,Nigel John Stanford,"Music from Nigel Stanford. Cymatics, Audio Visualization, Robotic Instruments from Wellington, New Zealand",0.17,0.148,31
c07,Make / Matt / Money,UCM2FoYtC-2PQzMr_gDfQnHg,No Film School,"Film, TV, and tech news to help make you a better filmmaker.",0.203,0.093,792
c03,Com / Www / Facebook,UCFPzKZg-By8_DtBJiEDLcJw,NOAPOLOGY,Booking: booking@noapologyband.com Visit our official web site: http://noapologyband.com  BAND LINE UP:  Daria Zaritskaya - vocals Sergey Sershen - guitars Alex Shturmak - Bass Przemek Nałazek - Drums  FOLLOW US ON SOCIAL MEDIA:  INSTAGRAM:  https://instagram.com/noapology_official https://instagram.com/dariazaritskaya/ https://instagram.com/sergeysershen/ https://www.instagram.com/przemeknalazek/ https://instagram.com/alex_shturmak/  FACEBOOK:  https://www.facebook.com/DariaZaritskayaOfficial h…,0.297,0.234,123
c04,Accounting / Healthy / Cpa,UCUowDOg5xfSWV0hUYeUUbfw,Notepirate,"Learn Financial Accounting, Managerial (Cost) Accounting, Intermediate Accounting and Corporate Finance with Notepirate. Short videos, fast paced and clear illustrative examples! Our brand intends to cover every relevant topic which will allow students to prepare to become future CPA's (Certified Public Accountants). The material is perfect for high school, college and university business students.  Our main website is located at: http://www.notepirate.com",0.395,0.341,100
c14,Gardening / Garden / Show,UCjHz5SVHeMT0AViCYZvsGDA,NOVA PBS Official,"Blowing your mind since 1974.    NOVA is the most-watched primetime science series on television reaching an average of five million viewers weekly. The NOVA website has been pioneering new forms of web-original content since it debuted in early 1996. NOVA's online presence amplifies the impact of its programs, with a website that garners well over a million visitors each month, and with audiences on Facebook, YouTube, Twitter, and more. NOVA's mission is to make science accessible to viewers so…",0.16,0.095,1305
c01,David / Elizabeth / Gravelle,UC2mLN9pZNE8_ccLHmA1SHvA,NovationHelp,,0.13,0.13,184
c11,Music / Jazz / Productions,UC4eYXhJI4-7wSWc8UNRwD4A,NPR Music,"The official YouTube channel for NPR Music featuring Tiny Desk Concerts, live shows, documentaries and more.  Find more at www.npr.org/music",0.371,0.296,2823
c11,Music / Jazz / Productions,UCHvSoleJlpzZYEHpcn32Xng,NWVideoTours,Luxury Real Estate Videos,0.093,0.038,259
c14,Gardening / Garden / Show,UCAhcelYvyDAPy0cn_sscWkw,Off Grid In The Pacific North West,"This channel is committed to sharing life and experiences  in the Pacific North West. We live off the Grid and Have a growing homestead. Solar power, generator power, wind and hydro power are topics of this channel. We hunt and grow our own food. Canning is a way of life here in the woods of Oregon. From time to time I will share my experiences of life, spiritual matters and wisdom from the Bible. Thanks for watching and may the Lord bless your life. You can email us at back41@cavenet.com Pastor…",0.175,0.064,830
c10,Photography / Tutorials / Nick,UC5kQUZFCbuZQorVnzS6P_xA,Olivier Girard - the Posture Guy,"🧠 I teach technically minded people how to use their body better — to prevent pain, improve posture, and feel more in control.  I'm Olivier Girard, an ergonomist and posture therapist. My approach combines 20+ years of field experience with the core of what I learned from Ans Samama — and it became the 3 Rules of Posture.  This turned into the ErgOHListic® method — a structured, scientific way to solve modern posture problems without fluff, gimmicks, or dependency on gear.  👉 Start here to downl…",0.164,0.112,442
c01,David / Elizabeth / Gravelle,UCdYVQ4i7eZD_GJkL4yxkKCw,Olufemii,"Nigerian-American Josh Olufemii founded Olufemii in 2015, with the goal of taking the mystique out of quality video production. Every incredible (and seemly unexplainable) work of art can be broken down into an elemental process.  We are a team of multiple teachers from every corner of the earth from the United States, Australia, the UK, Canada and Nigeria.",0.154,0.098,735
c10,Photography / Tutorials / Nick,UC8JracmfBuygk-myx7lVZnw,On the House - Real Estate Marketing,"The premiere real estate photography channel for Realtors and Property managers focused entirely on Marketing your business to achieve higher sales and profits in this new economy.   Learn the difference between crime scene photography and visual marketing for real-estate listings and social media.  We uncover the secrets that have taken years and 1,000’s of photo shoots to perfect.   If you are interested in; getting the most out of your cell phone, how to hire a professional photographer, what…",0.34,0.219,24
c13,News / Military / China,UC0XRm3cLtvjjceli-Oa1X2Q,ONSCENE TV,"OnScene.TV is a team composed of highly dedicated photojournalists covering breaking news stories.   ONSCENE TV COVERS: LOS ANGELES HOUSTON BAY AREA SAN DIEGO LAS VEGAS PHOENIX WASHINGTON EL PASO PHILADELPHIA BAKERSFIELD   Subscribe, and enable notifications for daily breaking news stories. All content copyright 2023 OnScene.TV, contact for licensing.",0.215,0.168,8020
c13,News / Military / China,UCwpRQ_NrBJvGlwCG__qy9Og,Ordinary Filmmaker,"I'm just a guy that films, talks, and walks on ordinary ground. My vision is to deliver new,. rumours, informative reviews and tutorials on camera gear, filming techniques and content creation.  My commitment to you is to: Deliver a quality outcome-based video each week. Report news and rumours immediately. Respond to questions and comments within 24 hours. Spend two hours a week learning how to improve my channel.   Got a Rumour to submit?  Use my email below for all rumour submissions. Expect …",0.203,0.109,1818
c13,News / Military / China,UC2itzMBo0R0kHZ8cF7nrcaA,Oregon Public Broadcasting,"Oregon Public Broadcasting (OPB) is an independent, nonprofit media organization powered by the generous support of members. For more than 100 years, OPB has connected people across Oregon and the Pacific Northwest through the power of a shared story. Stories that define who we are, what we do, where we live and where we’re going. Guided by the pursuit of truth, a spirit of curiosity, with equity and public service at the center of our work, our in-depth reporting and storytelling is freely acce…",0.158,0.101,1521
c14,Gardening / Garden / Show,UCeE3lj6pLX_gCd0Yvns517Q,Ozzy Man Reviews,"Reviewing wildlife, sport, WTF viral vids, conducting celeb interviews, and analysing the odd tv show or movie (it all started with GoT in 2014). Bloody tellin' it straight. No bullshit.",0.146,0.102,1121
c08,Products / Time / Step,UCSxR0IZEq1WhTJqAnQGyk4g,Pacific Northwest Weather Watch,Everything Pacific Northwest Weather!  Daily Updates Live Streams Educational Videos,0.158,0.081,1981
c02,Youtube / Pakman / Clips,UCTQnU1zyhvwscc2P5QS-tLw,Pakman Live,The David Pakman Show live and lifestyle clips!,0.306,0.217,1028
c08,Products / Time / Step,UCs030M7gu_Pi2ag9a12oa8w,Pan Rocks!,"Videos of all things ""Pan Rocks!: The Ultimate Steelpan Rock Show",0.168,0.134,68
c06,History / World / Every,UCrRttZIypNTA1Mrfwo745Sg,Paramount Plus,"Now this is peak streaming.  The stars have aligned! Paramount+ is the streaming home of SHOWTIME®. Get the Paramount+ Premium Plan - hit movies, can't-miss series, and live sports await.  With Paramount+ you can stream over 40,000 episodes and movies from CBS, BET, Comedy Central, MTV, Nickelodeon, Smithsonian Channel, Paramount Pictures, and Showtime including exclusive originals, live sports, and news.  Plus, you can count on Paramount+ for the most iconic movies and the latest in live sports…",0.201,0.075,92054
c08,Products / Time / Step,UCQhuXR2O6MpsCHfByBiF10Q,Pavement Repair Products Co.,"The FASTPATCH line of products gives you the tools to repair concrete spalls, break-outs or voids in everything from airport runways, busy highways and roadways, to warehouse buildings, parking lots and sidewalks, and more. With each of these products you will experience excellent adhesion to concrete and an impressive cure rate that allows the repaired area to be open for use in as little as one hour! Need to repair asphalt? FASTPATCH has you covered with many solutions specifically engineered …",0.252,0.21,7
c14,Gardening / Garden / Show,UCpxYSWgxVt3Pyn1ovXsGQ0g,PBS Terra,"PBS Terra is the home of science and nature shows from PBS Digital Studios. Subscribe to explore the frontiers of science and tech, our minds and bodies, our planet (and beyond)!  Our shows:   Weathered: Science Communicator Maiya May investigates why we have more extreme weather and natural disasters than ever before and teaches you how to prepare.  Overview: Hosted by Joe Hanson, Overview combines incredible cinematography with science storytelling to reveal both the natural phenomena and huma…",0.192,0.083,455
