id,title,description,umbrella,subcluster,assigned_via,sim,videoCount
UCAG3VrzHOmnNjrDeOpcZfFQ,Brooke C,Playing along to some of my favorite songs on here! Thanks for stopping by! Don’t forget to subscribe to see more drum covers! Add me on Instagram!! @rockangel_ .  Proudly use and endorse…  Meinl Cymbals  Pearl Drums  Evans Drumheads  Vater Drumsticks Humes and Berg Drum Cases .  Try Drumeo FREE for 30 days!  https://drumeo.pxf.io/c/5010867/1928448/14652,Music & Musicians,Other (Music & Musicians),lexicon,0,158
UCoUM-UJ7rirJYP8CQ0EIaHA,Bruno Mars,"The official YouTube channel of Bruno Mars.   Subscribe for the latest official music videos, live performances, official audio, and more: https://Atlantic.lnk.to/BMsubscribe   15x GRAMMY Award winner and 27x GRAMMY Award nominee Bruno Mars is a celebrated singer, songwriter, producer, and musician with iconic hits like ""The Lazy Song"", ""That's What I Like"", ""Just The Way You Are"", ""24K Magic"", ""Locked Out Of Heaven"", and ""When I Was Your Man"". His legendary body of work also includes blockbuster albums such as Doo-Wops & Hooligans, Unorthodox Jukebox, and 24K Magic, as well as era-defining co…",Music & Musicians,music,lexicon,0,104
UC6MvbqzzXu9E6SWM2Jf-g_Q,Calum Graham Music,"This Canadian fingerstyle guitarist has enthralled millions of listeners around the world with his signature playing style which has led to tours across America, Europe, Australia and China. He is also considered one of the World’s Top 30 Guitarists under 30 by Acoustic Guitar Magazine.   www.calumgraham.com",Music & Musicians,music,lexicon,0,128
UC_hOdGU7CK_jfckv2C6kmFA,Chill Guitar Music,"🎸 Chill Guitar Music is your go-to destination for smooth jazz, chillhop, and jazzhop, featuring relaxing guitar solos by the talented Sebastien Zunino.  🎶 Every track is crafted to bring you peaceful, feel-good vibes—perfect for studying, working, or simply unwinding after a long day. ✨  Our music combines soothing guitar melodies with mellow beats to create the ultimate chill atmosphere. Whether you're looking for background music, something to relax to, or just want to vibe to smooth jazz guitar, this is the place for you! 🌙  Expect:  🎧 Jazzhop & chillhop beats with soulful guitar solos  🎵 …",Music & Musicians,music,lexicon,0,75
UCKvKjZ3l9azWz4F49q2R3tQ,Coffee Relaxing Jazz,All music in this video and on this channel is original music by Coffee Relaxing Jazz.,Music & Musicians,Other (Music & Musicians),lexicon,0,130
UCtkcJMyK1F46NJ5WjX7hBSw,Dead Wax,"Musicians nerding out to great music. Hosts Jack Conte (Scary Pockets, Pomplamoose, CEO of Patreon) and Ryan Lerman (Scary Pockets, John Legend, Ben Folds) are joined by musician friends to help break down whats going on in their favorite music. They dish about production, harmony, composition, theory, vocal performance and everything in between. New episodes every week!",Music & Musicians,music,lexicon,0,142
UCPSu8IosaYxsVx5TOGFtjCg,Dirty Loops,Official YouTube Dirty Loops Band Page  Check out our shows & other stuff at www.dirty-loops.com,Music & Musicians,band,lexicon,0,31
UCbzNcFN7cxA8HO18cTYyTfg,Doctor Mix,"🎹🔥 BECOME A SYNTH GURU — OUT NOW! 🔥🎹   👉 https://doctormix.com/synthesizer-guru/ 👈   🚀 Join my video course today & save 25% — early bird ends soon! ⏳   43 in-depth lessons • Every type of synthesis • 30+ years of knowledge condensed into one course. ✨ I’m Claudio Passavanti (aka Doctor Mix) – pianist, producer & synth fanatic. On this channel I: 🎛️ Explore the coolest synthesizers in the world 🎶 Recreate & break down iconic tracks 📚 Share insider tips & tutorials on music production 🏆 Broadcasting from my London studio packed with legendary gear, I bring you the sounds, techniques & inspirati…",Music & Musicians,music,lexicon,0,1335
UCBHhdnYxvu94yefpeZABY9g,Dream Theater,The official YouTube channel of the US progressive metal band Dream Theater.,Music & Musicians,band,lexicon,0,310
UCRKUD_3V4q7qyAexSuiBIFw,El Conan,"Simply wanting to share my love of Jazz, Gospel, and Latin Christian Music",Music & Musicians,Other (Music & Musicians),lexicon,0,16
UC7HOGKjSKzP5PBfmdaAkbQg,Guildhall School of Music & Drama,"Guildhall School is a vibrant, international community of musicians, actors and production artists in the heart of the City of London.   Ranked number one in Arts, Drama & Music by the Complete University Guide 2025, one of the top five institutions in the world for Music and Performing Arts in the QS World University Rankings 2024, as well as the number one higher education institution in the Guardian University Guide music league table, we deliver world-class professional training in partnership with distinguished artists, companies and ensembles.  A global leader in creative and professiona…",Music & Musicians,music,lexicon,0,234
UCbd-QOxzNKQifQfSuaH5I0A,JackConteExtras,"I'm Jack! CEO of Patreon, half of Pomplamoose and half of Scary Pockets. I'm currently experimenting with this channel, posting tips, ideas for creators, ways to help you build your Patreon membership, how to build a following, and stories about creators.   Dead Wax | Nerdy conversations about music https://www.youtube.com/DeadWaxShow  Pomplamoose | My band with my wife https://www.youtube.com/pomplamoosemusic  Scary Pockets | My funk band with my best friend https://www.youtube.com/scarypockets  And my solo music https://www.youtube.com/user/jackcontemusic",Music & Musicians,band,lexicon,0,164
UC40gs0opj389ohjLnJIAJzA,Jonathan Young,Singer & music producer.,Music & Musicians,music,lexicon,0,634
UCrBId04l9CaruJsQ5Q8y9lA,Kanade Sato,"Born in Saitama Prefecture, 2002.   Familiar with Jazz fusion and Pop music from an early age.   She self-taught the melody of ""Spain (Chick Corea)"", before speaking words . She started playing drums at 3 years old, and decided to become a professional drummer at 5 years old.   2009 (6 year old) · Co-starring with Mr. Minoru Mukaiya (ex. Casiopea). and regular co-starring afterwards.   2012 (9 year old) · Starred in promotional events and videos of Roland V-Drums.   2013 (10 year old) · Participated in the recording of Mr. Minoru Mukaiya.   2014 (11 year old) · Won the ""Grand Prix"" in global c…",Music & Musicians,Other (Music & Musicians),lexicon,0,137
UCXZDUSJ0XU4KxhI00R_yCXQ,Lari Basilio,Musician. Guitar Player. www.laribasilio.com,Music & Musicians,Other (Music & Musicians),lexicon,0,258
UC74ssco0gFbhNpXHJyYcYEQ,Lexington Lab Band ®️,Here you will find a collaboration of central Kentucky musicians tackling some of the most iconic artists of the last 50 years. Our goal is to honor these great songwriters and players with our interpretation of their best tunes.,Music & Musicians,band,lexicon,0,318
UC-RA5BzE_BnZhf5iVdNF1hA,loopop,"Loopop is all about in-depth electronic music & synth ideas tips, tricks and reviews!",Music & Musicians,music,lexicon,0,397
UC3TqK2sSktlk7CmXGpw7_Cg,Low End University,"Low End University was founded by Mark Michell, an internationally-touring and recording bassist known for his work with Scale the Summit, Tony MacAlpine, Tetrafusion, and Watermox. His most-recent albums were released to Billboard-charting acclaim in the Top 200, Top Rock Albums, Top Independent Albums, Heatseekers Albums, Top Current Albums and Contemporary Jazz Albums categories.   For over a decade, Michell has been teaching clinics to students around the globe while on tour, has enrolled thousands of students through Low End University's online bass academy, and has published six method b…",Music & Musicians,Other (Music & Musicians),lexicon,0,326
UClI2TvzZX2IkZ_usZV8QOvA,Mack Avenue,"The official YouTube channel for Mack Avenue Music Group, a family of labels including Mack Avenue Records, Artistry Music, Rendezvous Music, MaxJazz, Brother Mister Productions and Strata-East Records.  Mack Avenue Music Group is a Detroit-based independent jazz label founded in 1999 by businesswoman & philanthropist Gretchen Valade. For over 25 years, Mack Avenue has been a leader in the global music community, committed to artistic excellence and innovation while championing the next generation of artists and expanding its family of imprints to include Rendezvous Music, Artistry Music, MaxJ…",Music & Musicians,music,lexicon,0,1647
UCZiGGE0e0DctISlShAILbjQ,Marcin,Marcin's official channel. Website: https://marcinofficial.com Instagram: https://www.instagram.com/marcin.music TikTok: https://www.tiktok.com/@marcin.music Facebook: https://www.facebook.com/marcinguitar  Management: management@marcinofficial.com Live booking: marcin@unitedtalent.com,Music & Musicians,Other (Music & Musicians),lexicon,0,48
UCKrWgJg6GU9OwC-5fSqfB1g,Martin Miller,"I‘m Martin Miller, a musician from Leipzig, Germany, born in 1985. I‘ve been a professional musician my entire adult life. In 2010 I graduated from Carl-Maria-von-Weber Music College in Dresden as a guitar player and music educator. I‘ve also been teaching the guitar bachelor's and master's courses myself there from 2015 to 2020.  Over the past decade, I‘ve made a name for myself as a guitar player (toured dozens of countries worldwide, played on tons of records), Youtuber (580.000+ YT subscribers, 100+ million views) and author (best-selling online courses on JTC Guitar). This has led to the …",Music & Musicians,band,lexicon,0,245
UCh1vNDTd-d60UEJRf6BAUZA,Matt Johnson’s Keyspace,"I have been the keyboard player from Jamiroquai for the last 22 years as well as an in demand session player and producer. This is a channel about keyboards and music production. All rights to this material are reserved, please contact me if you wish to clear a sample! Check out my sister channel 'Matt Johnson's Inner Space' for ambient synth jams! https://www.youtube.com/channel/UCwKp_zyg1WFiLtBpKYhMSaQ",Music & Musicians,music,lexicon,0,132
UC1vts8sER8VOrgh9L8RyBOQ,Michael Ramsey:                       On The Riser,"Touring Drummer, Educator, Drum Technician    #drumlessons  #rickkroadtrip #biggunacdctribute #pearldrums #zildjiancymbals #remodrumheads #rolandelectronics  #porkpiepercussion",Music & Musicians,Other (Music & Musicians),lexicon,0,142
UCYEiWHoP2IHHgjOapTAYMQw,Mike Russell,"I'm Mike Russell, from Music Radio Creative My mission is to provide you with the highest level of education in the field of audio and video. With years of experience as an Adobe Certified Expert, I will guide you through the process of creating exceptional audio and video content through efficient techniques and high-quality post processing.  My videos show you the must-know secrets for producing great-sounding audio, expert tips and tricks for using Adobe products, insights into audio plugins and alternative editors like Audacity, Pro Tools, Studio One and GarageBand. I'll also give recommen…",Music & Musicians,music,lexicon,0,1926
UC_P_VjGqCyjQyCwBUPu4lHg,Milo Andreo,"Se seu sonho é aprender a tocar teclado e piano, você está no lugar certo! Não importa se você acha que ""não leva jeito"" ou que ""não tem dom"". Esse canal existe justamente para te fazer realizar esse sonho através de aulas super fáceis de entender e sem enrolação. Você irá encontrar músicas famosas que sempre teve vontade de tocar, muitos exercícios para destravar suas mãos e melhorar sua coordenação motora, além claro de dicas infalíveis que mudam completamente o seu jeito de tocar.   https://www.miloandreo.com.br  Quem sou eu ? Sou professor de piano e teclado a mais de 20 anos, formado em l…",Music & Musicians,Other (Music & Musicians),lexicon,0,935
UC-9-kyTW8ZkZNDHQJ6FgpwQ,Music,"Visit the YouTube Music Channel to find today’s top talent, featured artists, and playlists. Subscribe to see the latest in the music world. This channel was generated automatically by YouTube's video discovery system.",Music & Musicians,music,lexicon,0,0
UCV-gQcOtKcxOPaPk1MVe4jQ,Music Shed,,Music & Musicians,music,lexicon,0,557
UCPhq7iR65k0gWcraXgLiY1A,Nigel John Stanford,"Music from Nigel Stanford. Cymatics, Audio Visualization, Robotic Instruments from Wellington, New Zealand",Music & Musicians,music,lexicon,0,31
UCFPzKZg-By8_DtBJiEDLcJw,NOAPOLOGY,Booking: booking@noapologyband.com Visit our official web site: http://noapologyband.com  BAND LINE UP:  Daria Zaritskaya - vocals Sergey Sershen - guitars Alex Shturmak - Bass Przemek Nałazek - Drums  FOLLOW US ON SOCIAL MEDIA:  INSTAGRAM:  https://instagram.com/noapology_official https://instagram.com/dariazaritskaya/ https://instagram.com/sergeysershen/ https://www.instagram.com/przemeknalazek/ https://instagram.com/alex_shturmak/  FACEBOOK:  https://www.facebook.com/DariaZaritskayaOfficial https://www.facebook.com/d.zaritskaya,Music & Musicians,band,lexicon,0,123
UC4eYXhJI4-7wSWc8UNRwD4A,NPR Music,"The official YouTube channel for NPR Music featuring Tiny Desk Concerts, live shows, documentaries and more.  Find more at www.npr.org/music",Music & Musicians,music,lexicon,0,2823
UC4hELpI0Zw3t7ASEGkgkmZA,Peter Barber,"Professional singer, music producer, YouTuber, and 1/4 of The Bass Gang.",Music & Musicians,music,lexicon,0,779
UCbOh7f6EoY4K-2Vvii-17xg,PHANTOM,PHANTOM A ROMEO & CO. MUSIC PROJECT,Music & Musicians,music,lexicon,0,197
UCNB_pp1iJiEDvTxO5wENMZA,Puddle Of Mudd TV,"Welcome to the Official Puddle of Mudd YouTube Channel - Puddle Of Mudd TV! Follow the band LIVE, join the band on stage and get a virtual backstage pass for all things Puddle Of Mudd! Plus Subscribe to the channel and CLICK THE BELL to receive notifications when the band releases NEW Videos, Albums, Interviews, and experience the band LlVE will full access to amazing shows as they happen! Subscribe NOW!",Music & Musicians,band,lexicon,0,239
UCCD_GyqAJ2w5UpH9R4yIEjw,Reinhardt Buhr,"Multi-Instrumentalist Reinhardt Buhr has composed 16 albums. At the end of 2019, his work went viral through social media, averaging over 4 million views per month, and the numbers continue to rise. Reinhardt combines the Guitar, Electric Cello, Australian didgeridoo, Israeli Shofar, Spanish Cajon, and Piano to create an extraordinarily symphonic orchestra in only a one-man improvisational band. He will soon add a laser harp via a live looping pedal to his amazing repertoire.  Creating spontaneous music via a live looping pedal and combining multiple instruments like the Electric Cello, Israel…",Music & Musicians,music,lexicon,0,231
UCJquYOG5EL82sKTfH9aMA9Q,Rick Beato,Everything Music,Music & Musicians,music,lexicon,0,1978
UC5UbM7c9BhNBto3_zDcdr4w,RMNS Channel,ABOUT US: Hi! We are RMNS Channel where every day our music is encoded and upload at its best. Most of them are encoded with lossless sound quality. Vinyl / CDs from more than thirty years' collection.   We upload every day at 20:00 hours (GMT+7:00). Monday: Jazz Instrumental Music Tuesday: Jazz Instrumental Music Wednesday: Jazz Instrumental Music Thursday: Jazz Instrumental Music Friday: Vocal Jazz Music Saturday: Classical Music Sunday: Classical Music  INSTAGRAM: https://www.instagram.com/rmns_channel/ FACEBOOK: https://www.youtube.com/rmnschannel EMAIL: yuthana.kaklong@gmail.com,Music & Musicians,music,lexicon,0,5
UCpVqUbp1Q3LPlOg4DG6F6pQ,Ronny Jordan - Topic,"Robert Laurence Albert Simpson, known professionally as Ronny Jordan was a British guitarist and part of the acid jazz movement at the end of the twentieth century. Jordan described his music as ""urban jazz"", a blend of jazz, hip-hop, and R&B.",Music & Musicians,Other (Music & Musicians),lexicon,0,134
UC-2JUs_G21BrJ0efehwGkUw,Scary Pockets,"We are Scary Pockets, a funk band that releases weekly music videos and covers, in pursuit of the funk. Scary Pockets is Ryan Lerman and Jack Conte, with the help and support from a rotating roster of the best session musicians, singers and producers in the Los Angeles, California area. Make sure to subscribe and enable ALL notifications! For instant updates, check out Scary Pockets’ social media accounts below.",Music & Musicians,band,lexicon,0,422
UCWTj3vCqkQIsrTGSm4kM34g,Scott's Bass Lessons,"Your hub for all things bass guitar - online bass lessons, artist interviews, gear reviews, song breakdowns, and so much more for all levels.  -----  Hey I'm Scott. I've been a professional bass player for the last 20 years and have been lucky enough to have played with some of the best musicians in the world.   On my channel I'm going to show you exactly how you can become... a bad ass bass player!  I'm going to show you what you need to know to take your bass playing to he next level and beyond.  Whether you're a beginner, intermediate or advanced bass player you will find hundreds of hours …",Music & Musicians,Other (Music & Musicians),lexicon,0,2124
UCv7Bgr5Mq-dPYu-Ol4AocEA,Shinedown,Shinedown's OFFICIAL YouTube channel.   Listen/watch new music here and subscribe for official content: https://lnk.to/ShinedownSubscribe  Tour Dates: http://shinedown.com Store: http://store.shinedown.com Facebook: http://facebook.com/shinedown Twitter: http://twitter.com/shinedown Instagram: https://instagram.com/shinedown TikTok: https://www.tiktok.com/@shinedown,Music & Musicians,music,lexicon,0,419
UCGn3-2LtsXHgtBIdl2Loozw,sina-drums,"I love making music, playing drums and working together with other musicians. On this channel, you will find drum covers, original collaborations with musicians from all over the world as well as original music released under the name 'Chi Might Project'.   This channel is not about being the fastest drummer on the planet but it's all about supporting one another. Music is supposed to bring people together, not divide them. I would like to thank everyone who supported this channel so far. I will do my best to use my channel to the benefit of my collaborators, too.",Music & Musicians,music,lexicon,0,631
UCE-xQTbJXX0wBi_cbA7-XAw,Sons of Legion,"Sons of Legion is a powerhouse blend of rock, soul, and blues, delivering raw energy and heartfelt grit with every performance. Known for their signature mix of rugged southern rock style and refined class.  With standout tracks like ""Brand New Day,"" ""Power,"" and ""Firestarter,"" Sons of Legion has been featured on Amazon, ESPN, Dodge Ram commercials, Netflix, and NBC. Their music resonates with fans who appreciate authentic storytelling and powerful soundscapes.  Driven by passion and a relentless pursuit of greatness, Sons of Legion is just two guys, Adam and Daddy Jack, on a mission to make w…",Music & Musicians,music,lexicon,0,285
UCpDJl2EmP7Oh90Vylx0dZtA,Spinnin' Records,"The Spinnin’ Records YouTube channel is the home for all music videos of the world’s leading dance record label!  We feature the latest music videos by Spinnin’ artists like Afrojack, KSHMR, Ummet Ozcan, Blasterjaxx, Timmy Trumpet, Tujamo, Alok, Mike Williams, Lucas & Steve and many, many more! Expect daily uploads of official music videos, lyric videos and official audio across genres like dance, house, electro house, future house, deep house, big room and trap.  Make sure to subscribe to Spinnin' Records: http://bit.do/spinnintv.. and turn on notifications to stay updated with all new upload…",Music & Musicians,music,lexicon,0,13073
UClKIjbgtWGzHtXhBDS_I0pg,State Azure,Electronic music producer and composer from the UK.,Music & Musicians,music,lexicon,0,597
UCN-JravNOcJu1KBAeuecQ0Q,Tal Wilkenfeld,"Tal Wilkenfeld’s album 'Love Remains,’ which debuted at number 1 on the Billboard Heatseekers chart is a testament to the celebrated bassist’s unconventional journey, revealing a new side of Tal as a “formidable singer-songwriter” (Rolling Stone). 'Love Remains' “documents [Tal’s] facility as a songwriter and a rich, expressive singer whose voice brings a fluid kind of cohesion” (Billboard), & critics say the album is “outstanding by all accounts” (Paste).  With few models of an instrumentalist turned singer-songwriter, Tal has broken extraordinary new ground. As Jackson Browne acknowledged, “…",Music & Musicians,Other (Music & Musicians),lexicon,0,25
UCaHkDyvWVXXAGyG2lURMaYg,Tennessee Brando,"The YouTube Channel for Social Commentator, Singer Songwriter and Meidas Touch Contributor “Tennessee Brando!”",Music & Musicians,Other (Music & Musicians),lexicon,0,2706
UCB81DRhPwVoUQcVNp3dBIXQ,The Graystones,"We're The Graystones and we love music. We hope to share our journey as we improve as musicians, performers and song writers.   My name is Grayson and I started the band with my best friend, Max (bass player) when we were 10. We LOVE 70s and 80s music but we also do more current songs. We love lots of different styles of music :)  We go to school, do sports, climb trees and run around. But music is what we're most passionate about and we work really hard and spend a lot of time every week learning songs and getting better as musicians.   We will continue to get better and we would be honored i…",Music & Musicians,music,lexicon,0,39
UCvEO0vHclzNfDYCyKQV5TsA,The Wellermen,"The Wellermen’s history is well-known: originators of the sea shanty trend on Tiktok, they’ve since gone from strength to strength. Their versions of ‘Misty Mountains’, ‘Nancy Mulligan’, and ‘Hoist The Colours’ have racked up billions of views & led them to appearances on shows like Ant and Dec, Last Week Tonight, The Colbert Show & more. The group have now returned with their new album ‘Northern Sky’. Among much-loved traditionals such as ‘Wild Mountain Thyme’, ‘Amazing Grace’, and ‘Red Is The Rose’, you will find more modern songs such as Johnny Cash ‘Hurt’ & a lively version of ‘The Nights'…",Music & Musicians,band,lexicon,0,424
UCp9GmsywyVNLdpu8iB0d9Mg,Tim Welch Vocal Studio,"Breaking down WHY you love the artists you love, note by note.   I've been a vocal coach for the last 25 years, building voices is my life's work. I have an amazing team of teachers teaching with me in the Manhattan/Tri-State/Philedelphia area. We do in-person lessons out here, but we have an online community of voice students from all over the world. If you need a vocal coach, shoot us a message on the website.   Previous to teaching, I worked as a singer in Opera/Musical Theatre/Pop/Rock and Jazz styles. Nowadays, I've been exploring more experimental vocal uses in a couple different project…",Music & Musicians,music,lexicon,0,303
UCUZM6dU9lRVEfrZF3EFrzWQ,Yello,This is the official YouTube Channel by the electronic music pioneers YELLO.,Music & Musicians,music,lexicon,0,14
UCpF9KnCcZM9KWovxn3TtZ9Q,YYNOT,Progressive Hard Rock Band. Classic Rush and Originals   Adi Argelazi: Vocals Billy Alexander: Guitar/Vocals  Tim Starace: Bass/Bass Pedals/Keys Mike Hetzel: Drums,Music & Musicians,band,lexicon,0,114
UCIXKkzlHjD1rUPOLRfJZvrg,Becki and Chris,"Becki's new channel:https://www.youtube.com/@beckipeckham  We're Becki and Chris, we produce content centered around our home renovation, DIY projects, and vehicle-based adventure filmmaking, creating unique series and films along the way.  Brand partnership inquiries: beckiandchrisvlog@gmail.com Services: https://www.beckiandchris.com/brands Social Media: https://www.beckiandchris.com/bclinksyt  ___________  Website: http://www.beckiandchris.com Twitter: https://twitter.com/beckiandchris  Instagram: https://www.instagram.com/beckiandchris  Facebook: https://www.facebook.com/beckiandchris   Ou…",Home & Garden,Other (Home & Garden),lexicon,0,455
UCNWb1R70xnomfDf6Iu0uZ2Q,Burkland Gardens,"Burkland Gardens is a plant nursery in Washington state specializing in dwarf and unusual conifers owned by Travis and Jessi McNeal. Travis' father, Gil McNeal, is our grower and nursery manager and previously owned and operated Perennial Lawn and Garden, a landscaping company that served the greater Seattle area for more than 20 years.  We offer a wide variety of dwarf conifers in our online store and by appointment. You can shop online at the link below, or contact Gil gil@burklandgardens.com or to schedule an appointment. Sign up for our newsletter to be notified when we offer plants availa…",Home & Garden,garden,lexicon,0,94
UCARXOI1UlItgIevoI5jZViQ,CaliKim29 Garden & Home DIY,"If you're looking to grow fresh, organic food in simple and cost-effective ways, CaliKim is your go-to guide for all things gardening!  Whether you're a beginner or a seasoned gardener, regardess of your location, or the size of your gardening space, CaliKim is passionate about helping you grow a thriving garden.  Together with her husband, Jerry (aka CameraGuy), CaliKim co-owns CaliKim Garden and Home DIY, Inc., a family business committed to empowering individuals worldwide to grow their own food. With experience managing a busy online seed and garden shop (calikimgardenandhome.com), creatin…",Home & Garden,garden,lexicon,0,1840
UC-eicAkiRdGLguiS1dS_N9Q,Clay Hayes,"We make the best traditional archery, bow building, recurve bow hunting, bushcraft, and survival skills videos on the web. Join Clay, Liz, and the kids on outdoor adventures from bowhunting deer and elk in the Idaho mountains to chasing wild hogs in Florida to practicing bushcraft and survival skills. We hunt and fish because we love to but it's also how we get the majority of our meat. Hunting is how we live. We also grow a big garden on our Idaho homestead. That, in combination with hunting, fishing, and foraging is how we get the majority of our food.   #survivalskills #bowhunting #bushcraf…",Home & Garden,garden,lexicon,0,473
UCpr-NNORb2UQYDD3k-w-OFg,Denys Davydov,Go to https://ground.news/denys for local and global updates on Ukraine.  Every road is a home and every road is the home way. Find your road on road home...  Telegram: t.me/pilotblog,Home & Garden,Other (Home & Garden),lexicon,0,1442
UCSbyncU597LMwb3HhnAI_4w,Epic Gardening,"We exist to help you grow. Dive in to our in-depth grow guides, inspiration, tips, and tricks.",Home & Garden,gardening,lexicon,0,730
UCAPeu_wnvIB5AkQ-xnkLOJA,Eric Welander,"I love talking about Apple and smart home tech here on YouTube. I’ve been working in app development on Apple's platforms since 2011, and building out my smart home on YouTube since 2018.  For reviews and sponsorships, email eric@ericw.org",Home & Garden,Other (Home & Garden),lexicon,0,456
UCw9zJ3qnebPPGsutiEAvu5Q,Full Time Filmmaker,Your Creative Home Base,Home & Garden,Other (Home & Garden),lexicon,0,302
UC_kg1A_YPAa66hZWq7VPg7Q,Garden Answer,Garden Answer | Fun DIY and Garden Videos   www.youtube.com/gardenanswer www.facebook.com/gardenanswer Twitter @gardenanswer contact@gardenanswer.com,Home & Garden,garden,lexicon,0,2642
UCigpI42Fq8aYp6IDIoDSqQQ,Garden Style nw,"Sharpen your gardening skills and gain expert advice from Nursery owner, Garden Designer and Horticulturist Debbie Cassidy. Garden Style design advice and the latest tips, tricks and trends to inspire you to get your hands dirty! Loaded with information for the new gardener and the more advanced. Tips on how to plant veggies, flowers, trees and shrubs for big impact! Also how to determine the best placement and design for everlasting beauty and enjoyment. I Can't wait to share my experience and passion for gardening with all of you. Enjoy!",Home & Garden,garden,lexicon,0,133
UCWsI0LmiDyezbnN2JCL4P9w,Gardener Scott,"The Gardener Scott channel offers thorough videos that show how to garden, explanations of why it works, gardening philosophy to keep it enjoyable, and demonstrations of all steps in the process. With more than 500 helpful videos, new videos coming regularly, and a gardening Q&A livestream on Mondays at 9:00am MST, there is something for every gardener. From my Zone 5b Colorado garden, you'll find new and expansive gardening knowledge regardless of your gardening skill level and where you live. Everything gardening so you can become a better gardener. Enjoy it all by subscribing now.",Home & Garden,gardening,lexicon,0,870
UCnPPpuLBjQZYC6M2BDxd0Ew,Gardening Products Review,"Honest, unbiased reviews of a wide range of gardening products. If it's used in the garden, we review it!  We show you the good, the bad and the ugly for   - all kinds of power tools (from mowers, blowers, and string trimmers to chainsaws and tillers),  - hand tools (like pruning shears, loppers and shovels) and  - a huge variety of other gardening items (such as sprinklers and hose nozzles).   Plus, new how-to videos each month covering common yard and garden tasks and gardening tips.   - Want to know how to sharpen pruner blades?  - Repair a busted hose?  - Germinate seeds indoors and get th…",Home & Garden,gardening,lexicon,0,90
UCptL6_qMImyW_yZwiMjQdpg,Gary Pilarchik (The Rusted Garden),"This is a 'Teaching Channel' that is dedicated to vegetable gardening and growing food. Use the timestamps to navigate quickly  through longer videos.  However, I typically make short and to the point educational videos. My goal is to quickly get you the information you seek, to help you have a better experience in your gardens. I cover all aspects of vegetable gardening includeing seed starting, planting, tending & care,  pest & disease management, harvesting, cooking, and constructing trellises & other garden projects. I have over 2000 garden videos to help you grow food and become more succ…",Home & Garden,garden,lexicon,0,2162
UC9r61qohBg1qgGty4_WzojA,GrowVeg,We're passionate organic gardeners who love growing our own food and helping others. We produce the very best vegetable garden planning apps and garden layout software to help you get the most from your garden.  Use the links below or contact us if you have any questions...,Home & Garden,garden,lexicon,0,561
UCnorhjQR4zJkT7AVNhu395Q,Home RenoVision DIY,"Learn How to Renovate Like a Pro Welcome to Home RenoVision DIY, where we empower homeowners to renovation, save money, and build lasting value in their homes.  I’m Jeff Thorman, a contractor with over 25 years of experience and now I’m here to pass on everything I’ve learned.  On this channel you’ll learn the skills and techniques professionals use broken down step-by-step so you can do it yourself with confidence.  Follow along and watch the Forever Home series. I’m renovating my 1974 home from its original condition to a modern updated built better than code house for my wife and I.   Your …",Home & Garden,Other (Home & Garden),lexicon,0,1023
UCa6vGFO9ty8v5KZJXQxdhaw,Jimmy Kimmel Live,"The official Jimmy Kimmel Live! YouTube Channel. Home of Celebrities Read Mean Tweets, YouTube Challenges and the rest of your favorite viral late night videos.",Home & Garden,Other (Home & Garden),lexicon,0,7566
UC5PA3oLhFbaba-LlbR_xVNg,joegardenerTV,"Welcome to joegardenerTV. My passion is organic gardening & growing food. I created this channel to teach you everything you need to know to grow like a pro - no experience required! In fact, I've been teaching people how to garden for over 15 years on TV as the host of 3 national gardening shows ( DIY Network & PBS). My current show - Emmy Award-winning Growing a Greener World is in its 9th season  But my real passion is in teaching people about organic gardening & how to be better, smarter gardeners through short how-to videos like these. No matter where you are in your gardening journey, fr…",Home & Garden,gardening,lexicon,0,268
UCUnFheTbVpASikm0YPb8pSw,Learn Organic Gardening at GrowingYourGreens,"Growing Your Greens is one of the most watched gardening show on youtube. It's a fun and enlightening show on how to grow food at your home and beyond. John provides you with tips and tricks as well as shares his experiences growing food at his urban homestead. John is dedicated to helping you sustainably grow the highest quality fruits, vegetables, herbs, nuts and other edible foods in your front yard and beyond. Don't forget to subscribe to keep up with all the latest episodes.",Home & Garden,gardening,lexicon,0,1806
UCVGVbOl6F5rGF4wSYS6Y5yQ,MIgardener,"Welcome to MIgardener!  Learn how to garden easier, smarter, and have more fun gardening! Join me for weekly videos about organic gardening, self-sustainability, homesteading, farming, tips & tricks, healthy recipes and much more. Together, we can grow bigger.   2-3 NEW VIDEOS EACH WEEK  Shop our seed store at http://www.migardener.com  Comments or Questions? Send them to:  contact@migardener.com  Fore more fun, check us out on all our social media streams!  MIgardener Merch Now Available! - https://migardener.com/collections/apparel-1",Home & Garden,gardening,lexicon,0,2312
UCcJceGUaevGlP7s2xzL9akA,Next Level Gardening,"If you’re a beginning gardener or someone who has been growing food and flowers for years,  I will help you take your gardening expertise to the next level and have fun doing it.  I've been gardening for 30 years, 10 of which I was mentored by a University of California Certified Master Gardener.    I don’t just love gardening, it is my passion and other than my family and friends, it is my life.  I wake up thinking about it and go to sleep thinking about it. Sometimes it keeps me up at night thinking about new and better ways of growing organically.   Now, in my 30th year of gardening,  I am …",Home & Garden,gardening,lexicon,0,533
UCxv1rK6prSp2aoNqNyxD_Vg,Nick Page,"Landscape photography vlogs, gear and tutorials.",Home & Garden,Other (Home & Garden),lexicon,0,279
